x y z energy
0.33417656979368004500 -0.065079310175495619362 -1.3811846213674039419 3.9995932061475358843 
0.49478143183377776282 1.4524402641154581239 0.93018460379197076549 3.8114239640644247409 
0.40910942219286061672 -0.37448355502144115015 -0.26757986622496621187 3.9905785049777766638 
0.16726579542579411708 -1.8491945310430570881 -0.39178192302025854898 3.9996140474673955723 
-1.5266458913318601276 0.16410935293178607886 1.0297988018065979965 3.9991190396442086730 
-1.7382903992496081536 0.17432918172993483452 -0.44487630773215935953 3.9994024966246017883 
0.43972576722033895891 -1.4830951113036181521 -0.78613092038137644124 3.9997300822805632592 
-0.90130589410094819058 1.1592645467673996507 -0.22922577823442624734 3.9969890839448711795 
-0.60322216792556293541 0.71972267588259053461 -0.67132824609438901398 3.9973981285354214243 
-1.1180861724419908221 -1.4039709674937717043 -0.094886171149281328674 3.9398530307256338645 
-0.40063388708704605889 0.67439035447887230035 -0.28767286517276136060 3.9858803752991880387 
1.9067894973119172697 -0.17804581651852469104 -0.13540728277350388975 3.9980295140863835179 
-0.90729864684232452987 -0.14248579938403338474 0.44098873429222074094 3.9942114864267757035 
0.55744595090487703004 1.8493214136529818603 0.46782300871572191081 3.9667820828502824426 
0.67148223864695921748 0.22061747920558039127 -1.3894411246365525603 3.9994994162725108211 
-1.1811288076365045185 -0.30398546708704610175 -1.3302068190877340825 3.9972154141609466116 
1.7514924768301685098 -0.60774563719216900815 0.10691306307323877878 3.9982820933461651336 
-1.2468995816809020916 0.96761233047976147326 0.51993259868823127334 3.9968803845950171549 
0.13210222824558615073 1.9667821787593744443 0.24339088754858045904 3.9869725066078802733 
1.5435597553984612418 -0.86374805054146219785 -0.84751367578905090205 3.9998178005279130254 
-1.4916894564106484289 0.92221458080190332751 -0.81077857712840728510 3.9998516881800938449 
1.1625948626350499637 -1.5061620632275398712 -0.39630934540615148087 3.9998729124654488487 
-0.54550392937395475457 0.12293115803745813253 -1.3031737235235649752 3.9994221978187756150 
-0.98771877367948546222 -0.44423786925306396611 -0.27974499730152846411 3.9439808252127646071 
1.1635395837034487876 -1.1484771912248006309 -1.0513986531415575598 3.9999151356619320197 
-1.9574977705066021194 0.13722557635933974041 -0.25268960600090439872 3.9996916488007361323 
-0.70355844923485300058 -0.50217834823969731417 -1.4278036178887405505 3.9971230741507173256 
-0.44653980646055213555 -0.53539839592095694876 1.3227488619695417782 3.9943608934349459361 
0.094625461184805637060 -1.9473046841454877409 0.054840457616401772079 3.9997582061823693245 
-0.38331121257132005908 0.89210738552797219647 -1.7077536221142854966 3.9999046851541257830 
-0.12778607230692440311 1.7753057778040204351 0.076671520977286355958 3.9873955504537494932 
-1.6849051646131822935 0.34174636818698811425 0.41377844910000627365 3.9994501583937993594 
-1.7939793437494411243 0.32262086861548999739 -0.30244255896069971445 3.9996871729773171289 
0.25193435283042964201 -1.1290729138999209269 1.3712294576056778261 3.9982373636336379086 
1.9657094384462330261 -0.072290619076182227598 -0.014293797524034423940 3.9975157980230275889 
1.4079406729915695529 0.27127587994567514684 1.3839213792732192321 3.9616031097982680187 
-1.2775229582536598016 -0.016398320412049249839 0.18073772695592715820 3.9974688265879332327 
-1.3104440218211399483 0.39425251910408198874 -0.45282447286271487741 3.9990720677166100572 
1.7508612729202610581 0.57238743803646818797 0.60432237618458084505 3.9753668472309384718 
-0.94278314593004974853 -0.81943102937127243468 -0.28736603737383048518 3.6374448011063078567 
1.7814756416838735120 -0.27864515606575357420 0.26733127845203474848 3.9955115026709782100 
0.093355009484119566565 1.0909155210478542752 -1.6531998929364999373 3.9998301966989870948 
